编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#当好奇号探测车登陆火星表面时，美国肯尼迪航天中心（28°30′N，80°42′W）的区时是	8月5日13时31分!@#None!@#当 好奇号 探测车 登陆 火星 表面 时 ， 美国肯尼迪航天中心 （ 28°30′N ， 80°42′W ） 的 区时 是 8月5日13时31分!@#当 好奇号 探测车 登陆 火星 表面 时 ， 美国 肯尼迪 航天 中心 （ 28° 30 ′ N ， 80° 42 ′ W ） 的 区时 是 8月 5日 13时 31分!@#当 好奇号 探测车 登陆 火星 表面 时 ， 美国 肯尼迪 航天 中心 （ 28°30′N ， 80°42′W ） 的 区时 是 8月5日13时31分!@#当 好奇号 探测车 登陆 火星 表面 时 ， 美国 肯尼迪 航天 中心 （ 28°30′N ， 80°42′W ） 的 区时 是 8月 5日 13时 31分!@#P NN NN VV loc NN LC PU loc PU num PU num PU DEG NN VC time!@#P NN NN VV NR NN LC PU NR PU NN PU NN PU DEG NN VC NN!@#17!@#17!@#4 8!@#15!@#!@#10 12!@#!@#( (IP (PP (P 当) (LCP (IP (NP (NN 好奇号) (NN 探测车)) (VP (VV 登陆) (NP (NR 火星) (NN 表面)))) (LC 时))) (PU ，) (NP (DNP (NP (NR 美国肯尼迪航天中心) (PRN (PU （) (QP (CD 28°30′N) (PU ，) (CD 80°42′W)) (PU ）))) (DEG 的)) (NP (NN 区时))) (VP (VC 是) (NP (NT 8月5日13时31分)))) )!@#!@#!@#!@#指示_0(美国肯尼迪航天中心（28°30′N，80°42′W）的区时,8月5日13时31分)!@#指示!@#0_16!@#8-17!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#时间状语!@#名词短语+动词短语!@#16!@#!@#
21-A!@#下列关于三省区的叙述，正确的是	甲省区的自然条件限制了农业的发展!@#None!@#下列 关于 三 省区 的 叙述 ， 正确 的 是 甲 省区 的 自然 条件 限制 了 农业 的 发展!@#下列 关于 三 省区 的 叙述 ， 正确 的 是 甲 省区 的 自然 条件 限制 了 农业 的 发展!@#下列 关于 三 省区 的 叙述 ， 正确 的 是 甲省 区 的 自然 条件 限制 了 农业 的 发展!@#下列 关于 三 省区 的 叙述 ， 正确 的 是 甲省 区 的 自然 条件 限制 了 农业 的 发展!@#JJ P CD NN DEG NN PU VA DEC VC NN NN DEG NN NN VV AS NN DEG NN!@#JJ P CD NN DEG NN PU VA DEC VC NN NN DEG NN NN VV AS NN DEG NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (DNP (NP (QP (CD 三)) (NP (NN 省区))) (DEG 的)) (UCP (NP (NN 叙述)) (PU ，) (IP (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (NP (NN 甲))))) (NP (NN 省区)))) (DEG 的)) (NP (NN 自然) (NN 条件))) (VP (VV 限制) (AS 了) (NP (DNP (NP (NN 农业)) (DEG 的)) (NP (NN 发展))))) )!@#!@#!@#!@#其他陈述_0(甲省区的自然条件,限制了,农业的发展)!@#其他陈述!@#!@#10-19!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#范围限定 null!@#null!@#!@#0-1 4-9!@#2-3
21-B!@#下列关于三省区的叙述，正确的是	乙省区第三产业的发展受益于发达的交通!@#None!@#下列 关于 三 省区 的 叙述 ， 正确 的 是 乙 省区 第三产业 的 发展 受益 于 发达 的 交通!@#下列 关于 三 省区 的 叙述 ， 正确 的 是 乙 省区 第三 产业 的 发展 受益 于 发达 的 交通!@#下列 关于 三 省区 的 叙述 ， 正确 的 是 乙省 区 第三产业 的 发展 受益于 发达 的 交通!@#下列 关于 三 省区 的 叙述 ， 正确 的 是 乙省 区 第三产业 的 发展 受益于 发达 的 交通!@#JJ P CD NN DEG NN PU VA DEC VC NN NN term DEG NN VV P VA DEC NN!@#JJ P CD NN DEG NN PU VA DEC VC NN NN NN DEG NN VV P VA DEC NN!@#!@#!@#!@#12!@#!@#!@#!@#( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (QP (CD 三)) (NP (NN 省区)))) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (DNP (NP (NN 乙) (NN 省区) (NN 第三产业)) (DEG 的)) (NP (NN 发展))) (VP (VV 受益) (PP (P 于) (NP (CP (IP (VP (VA 发达))) (DEC 的)) (NP (NN 交通)))))))) )!@#!@#!@#!@#影响_0(发达的交通,乙省区第三产业,有利,#)!@#影响!@#0_15-16!@#10-19!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-1 4-9!@#2-3
21-C!@#下列关于三省区的叙述，正确的是	丙省区环境污染严重!@#None!@#下列 关于 三 省区 的 叙述 ， 正确 的 是 丙 省区 环境 污染 严重!@#下列 关于 三 省区 的 叙述 ， 正确 的 是 丙 省区 环境 污染 严重!@#下列 关于 三 省区 的 叙述 ， 正确 的 是 丙省 区 环境 污染 严重!@#下列 关于 三 省区 的 叙述 ， 正确 的 是 丙省 区 环境 污染 严重!@#JJ P CD NN DEG NN PU VA DEC VC NN NN NN NN VA!@#JJ P CD NN DEG NN PU VA DEC VC NN NN NN NN VA!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (QP (CD 三)) (NP (NN 省区)))) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NP (NN 丙) (NN 省区)) (NP (NN 环境) (NN 污染))) (VP (VA 严重))))) )!@#!@#!@#!@#其他陈述_0(丙省区,环境污染,严重)!@#其他陈述!@#!@#10-14!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-1 4-9!@#2-3
21-D!@#下列关于三省区的叙述，正确的是	三省区均受益于西气东输工程!@#None!@#下列 关于 三 省区 的 叙述 ， 正确 的 是 三 省区 均 受益 于 西气东输 工程!@#下列 关于 三 省区 的 叙述 ， 正确 的 是 三 省区 均 受益 于 西气东输 工程!@#下列 关于 三 省区 的 叙述 ， 正确 的 是 三 省区 均 受益于 西气东输 工程!@#下列 关于 三 省区 的 叙述 ， 正确 的 是 三 省区 均 受益于 西气东输 工程!@#JJ P CD NN DEG NN PU VA DEC VC CD NN AD VV P NN NN!@#JJ P CD NN DEG NN PU VA DEC VC CD NN AD VV P NN NN!@#!@#!@#!@#15!@#!@#!@#!@#( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (QP (CD 三)) (NP (NN 省区)))) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (QP (CD 三)) (NP (NN 省区))) (VP (ADVP (AD 均)) (VP (VV 受益) (PP (P 于) (NP (NN 西气东输) (NN 工程)))))))) )!@#!@#!@#!@#影响_0(西气东输工程,三省区,有利,#)!@#影响!@#0_13-14!@#10-16!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-1 4-9!@#2-3
22-A!@#据图判断，2011年我国	城市化水平不足50%!@#None!@#据 图 判断 ， 2011年 我国 城市化 水平 不足 50%!@#据 图 判断 ， 2011年 我国 城市化 水平 不足 50%!@#据 图 判断 ， 2011年 我国 城市化 水平 不足 50%!@#据 图 判断 ， 2011年 我国 城市化 水平 不足 50%!@#P NN VV PU time NN NN NN VA num!@#P NN VV PU NT NR NN NN VA CD!@#4!@#4!@#!@#6!@#!@#9!@#!@#( (IP (PP (P 据) (IP (NP (NN 图)) (VP (VV 判断)))) (PU ，) (NP (NT 2011年) (NN 我国)) (NP (NN 城市化) (NN 水平)) (VP (VA 不足) (QP (CD 50%)))) )!@#!@#!@#!@#比较_0(我国城市化水平,50%,不足)!@#比较!@#0_8!@#4-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@# null!@#范围限定!@#!@#0-3!@#
22-B!@#据图判断，2011年我国	劳动力严重不足!@#None!@#据 图 判断 ， 2011年 我国 劳动力 严重 不足!@#据 图 判断 ， 2011年 我国 劳动力 严重 不足!@#据 图 判断 ， 2011年 我国 劳动力 严重 不足!@#据 图 判断 ， 2011年 我国 劳动力 严重 不足!@#P NN VV PU time NN NN AD VA!@#P NN VV PU NT NR NN AD VA!@#4!@#4!@#!@#6!@#!@#!@#!@#( (IP (PP (P 据) (IP (NP (NN 图)) (VP (VV 判断)))) (PU ，) (NP (NT 2011年)) (NP (NN 我国) (NN 劳动力)) (VP (ADVP (AD 严重)) (VP (VA 不足)))) )!@#!@#!@#!@#其他陈述_0(我国劳动力,严重,不足)!@#其他陈述!@#!@#4-8!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-3!@#
22-C!@#据图判断，2011年我国	人口性别比严重失衡!@#None!@#据 图 判断 ， 2011年 我国 人口 性别比 严重 失衡!@#据 图 判断 ， 2011年 我国 人口 性别比 严重 失衡!@#据 图 判断 ， 2011年 我国 人口性别比 严重 失衡!@#据 图 判断 ， 2011年 我国 人口性别比 严重 失衡!@#P NN VV PU time NN NN NN AD VV!@#P NN VV PU NT NR NN NN AD VV!@#4!@#4!@#!@#7!@#!@#!@#!@#( (IP (PP (P 据) (IP (NP (NN 图)) (VP (VV 判断)))) (PU ，) (NP (NT 2011年) (NN 我国) (NN 人口) (NN 性别比)) (VP (ADVP (AD 严重)) (VP (VV 失衡)))) )!@#!@#!@#!@#其他陈述_0(我国人口性别比,严重失衡)!@#其他陈述!@#!@#4-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-3!@#
22-D!@#据图判断，2011年我国	老龄化问题严重!@#None!@#据 图 判断 ， 2011年 我国 老龄化 问题 严重!@#据 图 判断 ， 2011年 我国 老龄化 问题 严重!@#据 图 判断 ， 2011年 我国 老龄化 问题 严重!@#据 图 判断 ， 2011年 我国 老龄化 问题 严重!@#P NN VV PU time NN NN NN VA!@#P NN VV PU NT NR NN NN VA!@#4!@#4!@#!@#6!@#!@#!@#!@#( (IP (PP (P 据) (IP (NP (NN 图)) (VP (VV 判断)))) (PU ，) (NP (NT 2011年) (NN 我国) (NN 老龄化)) (NP (NN 问题)) (VP (VA 严重))) )!@#!@#!@#!@#其他陈述_0(我国老年化问题,严重)!@#其他陈述!@#!@#4-8!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-3!@#
23-A!@#2000年我国人口总数为129533万人。2011年末我国大陆总人口为134735万人。由此可知我国	人口自然增长率高!@#None!@#2000年 我国 人口 总数 为 129533万 人 。 2011年末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 人口自然增长率 高!@#2000年 我国 人口 总数 为 129533万 人 。 2011年 末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 人口 自然 增长率 高!@#2000年 我国 人口 总数 为 129533 万人 。 2011年 末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 人口自然增长率 高!@#2000年 我国 人口 总数 为 129533万 人 。 2011年 末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 人口自然增长率 高!@#NT NN NN NN VC CD NN PU CD NN NN JJ NN VC CD NN PU AD VV VV NN NN VA!@#NT NR NN NN VC CD NN PU NT NR NN JJ NN VC CD NN PU AD VV VV NR NN VA!@#0 8!@#0 8!@#!@#21!@#!@#5 14!@#!@#( (IP (IP (NP (NP (NT 2000年) (NN 我国)) (NP (NN 人口) (NN 总数))) (VP (VC 为) (NP (QP (CD 129533万)) (NP (NN 人))))) (PU 。) (IP (IP (NP (QP (CD 2011年末)) (NP (NN 我国))) (NP (NP (NN 大陆)) (ADJP (JJ 总)) (NP (NN 人口))) (VP (VC 为) (NP (QP (CD 134735万)) (NP (NN 人))))) (PU 。) (IP (VP (ADVP (AD 由此)) (VP (VV 可) (VP (VV 知) (IP (NP (NN 我国) (NN 人口自然增长率)) (VP (VA 高))))))))) )!@#!@#!@#!@#其他陈述_0(我国人口自然增长率,#,高)!@#其他陈述!@#!@#20-22!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#陈述句 陈述句!@#范围限定!@#!@#17-19!@#
23-B!@#2000年我国人口总数为129533万人。2011年末我国大陆总人口为134735万人。由此可知我国	人口出生率高!@#None!@#2000年 我国 人口 总数 为 129533万 人 。 2011年末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 人口出生率 高!@#2000年 我国 人口 总数 为 129533万 人 。 2011年 末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 人口 出生率 高!@#2000年 我国 人口 总数 为 129533 万人 。 2011年 末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 人口出生率 高!@#2000年 我国 人口 总数 为 129533万 人 。 2011年 末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 人口出生率 高!@#NT NN NN NN VC CD NN PU CD NN NN JJ NN VC CD NN PU AD VV VV NN NN VA!@#NT NR NN NN VC CD NN PU NT NR NN JJ NN VC CD NN PU AD VV VV NR NN VA!@#0 8!@#0 8!@#!@#21!@#!@#5 14!@#!@#( (IP (IP (NP (NP (NT 2000年) (NN 我国)) (NP (NN 人口) (NN 总数))) (VP (VC 为) (NP (QP (CD 129533万)) (NP (NN 人))))) (PU 。) (IP (IP (NP (QP (CD 2011年末)) (NP (NN 我国))) (NP (NP (NN 大陆)) (ADJP (JJ 总)) (NP (NN 人口))) (VP (VC 为) (NP (QP (CD 134735万)) (NP (NN 人))))) (PU 。) (IP (VP (ADVP (AD 由此)) (VP (VV 可) (VP (VV 知) (IP (NP (NN 我国) (NN 人口出生率)) (VP (VA 高))))))))) )!@#!@#!@#!@#其他陈述_0(我国人口出生率,#,高)!@#其他陈述!@#!@#20-22!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#17-19!@#
23-C!@#2000年我国人口总数为129533万人。2011年末我国大陆总人口为134735万人。由此可知我国	环境承载力下降!@#None!@#2000年 我国 人口 总数 为 129533万 人 。 2011年末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 环境承载力 下降!@#2000年 我国 人口 总数 为 129533万 人 。 2011年 末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 环境 承载力 下降!@#2000年 我国 人口 总数 为 129533 万人 。 2011年 末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 环境承载力 下降!@#2000年 我国 人口 总数 为 129533万 人 。 2011年 末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 环境承载力 下降!@#NT NN NN NN VC CD NN PU CD NN NN JJ NN VC CD NN PU AD VV VV NN NR VV!@#NT NR NN NN VC CD NN PU NT NR NN JJ NN VC CD NN PU AD VV VV NR NN VV!@#0 8!@#0 8!@#!@#21!@#!@#5 14!@#!@#( (IP (IP (IP (NP (NT 2000年)) (NP (NP (NN 我国) (NN 人口)) (NP (NN 总数))) (VP (VC 为) (NP (QP (CD 129533万)) (NP (NN 人))))) (PU 。) (IP (NP (QP (CD 2011年末)) (NP (NN 我国))) (NP (NP (NN 大陆)) (ADJP (JJ 总)) (NP (NN 人口))) (VP (VC 为) (NP (QP (CD 134735万)) (NP (NN 人))))) (PU 。) (IP (VP (ADVP (AD 由此)) (VP (VV 可) (VP (VV 知) (NP (NN 我国))))))) (NP (NR 环境承载力)) (VP (VV 下降))) )!@#!@#!@#!@#变化_0(我国环境承载力,#,下降)!@#变化!@#0_22!@#20-22!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#17-19!@#
23-D!@#2000年我国人口总数为129533万人。2011年末我国大陆总人口为134735万人。由此可知我国	计划生育政策仍需坚持!@#None!@#2000年 我国 人口 总数 为 129533万 人 。 2011年 末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 计划 生育 政策 仍 需 坚持!@#2000年 我国 人口 总数 为 129533万 人 。 2011年 末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 计划 生育 政策 仍 需 坚持!@#2000年 我国 人口 总数 为 129533 万人 。 2011年 末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 计划 生育 政策 仍 需 坚持!@#2000年 我国 人口 总数 为 129533万 人 。 2011年 末 我国 大陆 总 人口 为 134735万 人 。 由此 可 知 我国 计划 生育 政策 仍 需 坚持!@#NT NN NN NN VC CD NN PU NT LC NN NN JJ NN VC CD NN PU AD VV VV NN NN NN NN AD VV VV!@#NT NR NN NN VC CD NN PU NT LC NR NN JJ NN VC CD NN PU AD VV VV NR NN NN NN AD VV VV!@#0 8!@#0 8!@#!@#22-24!@#!@#5 15!@#!@#( (IP (IP (NP (NP (NT 2000年) (NN 我国)) (NP (NN 人口) (NN 总数))) (VP (VC 为) (NP (QP (CD 129533万)) (NP (NN 人))))) (PU 。) (IP (LCP (NP (NT 2011年)) (LC 末)) (NP (NP (NN 我国) (NN 大陆)) (ADJP (JJ 总)) (NP (NN 人口))) (VP (VC 为) (NP (QP (CD 134735万)) (NP (NN 人))))) (PU 。) (IP (VP (ADVP (AD 由此)) (VP (VV 可) (VP (VV 知) (IP (NP (NN 我国) (NN 计划) (NN 生育) (NN 政策)) (VP (ADVP (AD 仍)) (VP (VV 需) (VP (VV 坚持)))))))))) )!@#!@#!@#!@#其他陈述_0(我国计划生育政策,仍需坚持,#)!@#其他陈述!@#!@#21-27!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#18-20!@#
24-A!@#该图说明我国	煤炭在能源消费构成中的比重不断增大!@#None!@#该 图 说明 我国 煤炭 在 能源 消费 构成 中 的 比重 不断 增大!@#该 图 说明 我国 煤炭 在 能源 消费 构成 中 的 比重 不断 增大!@#该 图 说明 我国 煤炭 在 能源 消费 构成 中 的 比重 不断 增大!@#该 图 说明 我国 煤炭 在 能源 消费 构成 中 的 比重 不断 增大!@#DT NN VV NN NN P NN NN NN LC DEG NN AD VV!@#DT NN VV NR NN P NN NN NN LC DEG NN AD VV!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (DP (DT 该)) (NP (NN 图))) (VP (VV 说明) (IP (NP (NP (NN 我国) (NN 煤炭)) (DNP (PP (P 在) (LCP (NP (NN 能源) (NN 消费) (NN 构成)) (LC 中))) (DEG 的)) (NP (NN 比重))) (VP (ADVP (AD 不断)) (VP (VV 增大)))))) )!@#!@#!@#!@#变化_0(我国煤炭在能源消费构成中的比重,#,不断增大)!@#变化!@#0_13!@#3-13!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#null!@#范围限定!@#2!@#0-2!@#
24-B!@#该图说明我国	石油的供需缺口不断加大!@#None!@#该 图 说明 我国 石油 的 供需 缺口 不断 加大!@#该 图 说明 我国 石油 的 供需 缺口 不断 加大!@#该 图 说明 我国 石油 的 供需 缺口 不断 加大!@#该 图 说明 我国 石油 的 供需 缺口 不断 加大!@#DT NN VV NN NN DEG NN NN AD VV!@#DT NN VV NR NN DEG NN NN AD VV!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (DP (DT 该)) (NP (NN 图))) (VP (VV 说明) (IP (NP (NP (DNP (NP (NN 我国) (NN 石油)) (DEG 的)) (NP (NN 供需))) (NP (NN 缺口))) (VP (ADVP (AD 不断)) (VP (VV 加大)))))) )!@#!@#!@#!@#变化_0(我国石油的供需缺口,#,不断增大)!@#变化!@#0_9!@#3-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-2!@#
24-C!@#该图说明我国	煤炭和石油的生产量同步增长!@#None!@#该 图 说明 我国 煤炭 和 石油 的 生产量 同步 增长!@#该 图 说明 我国 煤炭 和 石油 的 生产量 同步 增长!@#该 图 说明 我国 煤炭 和 石油 的 生产量 同步 增长!@#该 图 说明 我国 煤炭 和 石油 的 生产量 同步 增长!@#DT NN VV NN NN CC NN DEG NN AD VV!@#DT NN VV NR NN CC NN DEG NN AD VV!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (DP (DT 该)) (NP (NN 图))) (VP (VV 说明) (IP (NP (DNP (NP (NN 我国) (NN 煤炭) (CC 和) (NN 石油)) (DEG 的)) (NP (NN 生产量))) (VP (ADVP (AD 同步)) (VP (VV 增长)))))) )!@#!@#!@#!@#变化_0(我国煤炭和石油的生产量,#,同步增长)!@#变化!@#0_10!@#3-10!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-2!@#
24-D!@#该图说明	我国富煤少油的能源状况得到改善!@#None!@#该 图 说明 我国 富 煤 少 油 的 能源 状况 得到 改善!@#该 图 说明 我国 富 煤 少 油 的 能源 状况 得到 改善!@#该 图 说明 我国 富 煤 少 油 的 能源 状况 得到 改善!@#该 图 说明 我国 富 煤 少 油 的 能源 状况 得到 改善!@#DT NN VV NN JJ NN JJ NN DEG NN NN VV NN!@#DT NN VV NR JJ NN JJ NN DEG NN NN VV NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (DP (DT 该)) (NP (NN 图))) (VP (VV 说明) (IP (NP (DNP (NP (NP (NN 我国)) (NP (ADJP (JJ 富)) (NP (NN 煤))) (ADJP (JJ 少)) (NP (NN 油))) (DEG 的)) (NP (NN 能源) (NN 状况))) (VP (VV 得到) (NP (NN 改善)))))) )!@#!@#!@#!@#变化_0(我国富煤少油的能源状况,#,改善)!@#变化!@#0_12!@#3-12!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-2!@#
25-A!@#目前，改善我国能源现状的可行性措施是	限制石油化学工业的发展!@#None!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 限制 石油 化学 工业 的 发展!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 限制 石油 化学 工业 的 发展!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 限制 石油 化学 工业 的 发展!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 限制 石油 化学 工业 的 发展!@#time PU VV NN NN NN DEC NN NN VC VV NN NN NN DEG NN!@#NT PU VV NR NN NN DEC NN NN VC VV NN NN NN DEG NN!@#0!@#0!@#!@#!@#!@#!@#!@#( (IP (NP (NT 目前)) (PU ，) (NP (CP (IP (VP (VV 改善) (NP (NN 我国) (NN 能源) (NN 现状)))) (DEC 的)) (NP (NN 可行性) (NN 措施))) (VP (VC 是) (IP (VP (VV 限制) (NP (DNP (NP (NN 石油) (NN 化学) (NN 工业)) (DEG 的)) (NP (NN 发展))))))) )!@#对策_0(我国能源现状,改善,限制石油化学工业的发展)!@#对策!@#0_8!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#时间状语!@#名词短语+动词短语!@#9!@#7!@#
25-B!@#目前，改善我国能源现状的可行性措施是	以煤炭代替石油，提高能源自给率!@#y!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 煤炭 代替 石油 ， 提高 能源 自给率!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 煤炭 代替 石油 ， 提高 能源 自给率!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 煤炭 代替 石油 ， 提高 能源 自给率!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 煤炭 代替 石油 ， 提高 能源 自给率!@#NT PU VV NN NN NN DEC NN NN VC P NN VV NN PU VV NN NN!@#NT PU VV NR NN NN DEC NN NN VC P NN VV NN PU VV NN NN!@#0!@#0!@#!@#!@#!@#!@#!@#( (IP (NP (NT 目前)) (PU ，) (NP (CP (IP (VP (VV 改善) (NP (NN 我国) (NN 能源) (NN 现状)))) (DEC 的)) (NP (NN 可行性) (NN 措施))) (VP (VC 是) (IP (VP (PP (P 以) (NP (NN 煤炭))) (VP (VP (VV 代替) (NP (NN 石油))) (PU ，) (VP (VV 提高) (NP (NN 能源) (NN 自给率)))))))) )!@#对策_0(我国能源现状,改善,以煤炭代替石油，提高能源自给率)!@#对策!@#0_8!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#7!@#
25-B-0!@#目前，改善我国能源现状的可行性措施是	以煤炭代替石油!@#ed-ori!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 煤炭 代替 石油!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 煤炭 代替 石油!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 煤炭 代替 石油!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 以 煤炭 代替 石油!@#time PU VV NN NN NN DEC NN NN VC P NN VV NN!@#NT PU VV NR NN NN DEC NN NN VC P NN VV NN!@#0!@#0!@#!@#!@#!@#!@#!@#( (IP (NP (NT 目前)) (PU ，) (NP (CP (IP (VP (VV 改善) (NP (NN 我国) (NN 能源) (NN 现状)))) (DEC 的)) (NP (NN 可行性) (NN 措施))) (VP (VC 是) (IP (PP (P 以) (NP (NN 煤炭))) (VP (VV 代替) (NP (NN 石油)))))) )!@#对策_0(我国能源现状,改善,以煤炭代替石油)!@#对策!@#0_8!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#7!@#
25-B-1!@#目前，改善我国能源现状的可行性措施是	提高能源自给率!@#ed-ori!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 提高 能源 自给率!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 提高 能源 自给率!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 提高 能源 自给率!@#目前 ， 改善 我国 能源 现状 的 可行性 措施 是 提高 能源 自给率!@#NT PU VV NN NN NN DEC NN NN VC VV NN NN!@#NT PU VV NR NN NN DEC NN NN VC VV NN NN!@#0!@#0!@#!@#!@#!@#!@#!@#( (IP (NP (NT 目前)) (PU ，) (NP (CP (IP (VP (VV 改善) (NP (NN 我国) (NN 能源) (NN 现状)))) (DEC 的)) (NP (NN 可行性) (NN 措施))) (VP (VC 是) (IP (VP (VV 提高) (NP (NN 能源) (NN 自给率)))))) )!@#对策_0(我国能源现状,改善,提高能源自给率)!@#对策!@#0_8!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#7!@#
